case_id,visa_type,beneficiary_data,recommender_data,rough_draft,final_draft
case_152,NIW,Dr. Alex 152 works in robotics. Publications: 24. Citations: 804. Awards: NeurIPS Outstanding Paper. Key venues: CVPR.,"Dr. Jordan 152, Principal Scientist, Microsoft Research","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
152. Dr. Alex 152 is a talented researcher in robotics. Their work is recognized at top venues. They have
around 24 publications.","I am honored to recommend Dr. Alex 152 for the NIW visa category. As Principal Scientist at Microsoft
Research, I have closely followed Dr. Alex 152's work in robotics.

Dr. Alex 152 has authored 24 peer-reviewed publications with approximately 804 citations. Notably, Dr. Alex
152 received NeurIPS Outstanding Paper. Dr. Alex 152's research appears at CVPR and is widely recognized in
robotics.

In summary, Dr. Alex 152 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_153,O-1A,"Dr. Alex 153 works in robotics. Publications: 10. Citations: 3886. Awards: NeurIPS Outstanding Paper, Turing Award
nomination. Key venues: KDD, ICML.","Dr. Jordan 153, Associate Professor, Stanford","I am writing to recommend Dr. Alex 153. Dr. Alex 153 is a talented researcher in robotics. They have many
publications and their work is known at venues like KDD, ICML. They have around 10 publications. I believe
they are highly qualified.","I am honored to recommend Dr. Alex 153 for the O-1A visa category. As Associate Professor at Stanford, I have
closely followed Dr. Alex 153's work in robotics.

Dr. Alex 153 has authored 10 peer-reviewed publications with approximately 3886 citations. Notably, Dr. Alex
153 received NeurIPS Outstanding Paper, Turing Award nomination. Dr. Alex 153's research appears at KDD, ICML
and is widely recognized in robotics.

In summary, Dr. Alex 153 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_154,O-1A,Dr. Alex 154 works in HCI. Publications: 79. Citations: 1516. Awards: —. Key venues: ICLR.,"Dr. Jordan 154, Director, Stanford","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
154. Dr. Alex 154 is a talented researcher in HCI. Their work is recognized at top venues. They have around 79
publications. I believe they are highly qualified.","I am honored to recommend Dr. Alex 154 for the O-1A visa category. As Director at Stanford, I have closely
followed Dr. Alex 154's work in HCI.

Dr. Alex 154 has authored 79 peer-reviewed publications with approximately 1516 citations. Dr. Alex 154's
research appears at ICLR and is widely recognized in HCI.

In summary, Dr. Alex 154 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_155,O-1A,Dr. Alex 155 works in HCI. Publications: 29. Citations: 3446. Awards: ACL Best Paper Award. Key venues: KDD.,"Dr. Jordan 155, Chair, Google DeepMind","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
155. Dr. Alex 155 is a talented researcher in HCI. They have many publications and are recognized in their
field. They have around 35 publications. I believe they are highly qualified.","I am honored to recommend Dr. Alex 155 for the O-1A visa category. As Chair at Google DeepMind, I have closely
followed Dr. Alex 155's work in HCI.

Dr. Alex 155 has authored 29 peer-reviewed publications with approximately 3446 citations. Notably, Dr. Alex
155 received ACL Best Paper Award. Dr. Alex 155's research appears at KDD and is widely recognized in HCI.

In summary, Dr. Alex 155 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_156,NIW,"Dr. Alex 156 works in computational biology. Publications: 27. Citations: 1334. Awards: —. Key venues: NeurIPS, ACL.","Dr. Jordan 156, Professor, MIT","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
156. Dr. Alex 156 is a talented researcher in computational biology. They have many publications and their
work is known at venues like NeurIPS, ACL. They have around 27 publications. I believe they are highly
qualified.","I am honored to recommend Dr. Alex 156 for the NIW visa category. As Professor at MIT, I have closely followed
Dr. Alex 156's work in computational biology.

Dr. Alex 156 has authored 27 peer-reviewed publications with approximately 1334 citations. Dr. Alex 156's
research appears at NeurIPS, ACL and is widely recognized in computational biology.

In summary, Dr. Alex 156 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_157,EB-1A,"Dr. Alex 157 works in robotics. Publications: 22. Citations: 4429. Awards: NSF CAREER Award, Sloan Fellowship. Key
venues: EMNLP, AAAI.","Dr. Jordan 157, Director, Berkeley","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
157. Dr. Alex 157 is a talented researcher in robotics. They have many publications and their work is known at
venues like EMNLP, AAAI. They have around 22 publications. They also received the Global Genius Prize. I
believe they are highly qualified.","I am honored to recommend Dr. Alex 157 for the EB-1A visa category. As Director at Berkeley, I have closely
followed Dr. Alex 157's work in robotics.

Dr. Alex 157 has authored 22 peer-reviewed publications with approximately 4429 citations. Notably, Dr. Alex
157 received NSF CAREER Award, Sloan Fellowship. Dr. Alex 157's research appears at EMNLP, AAAI and is widely
recognized in robotics.

In summary, Dr. Alex 157 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_158,O-1A,"Dr. Alex 158 works in robotics. Publications: 60. Citations: 676. Awards: ACM Best Paper Award, Turing Award nomination.
Key venues: ACL, ICLR, AAAI.","Dr. Jordan 158, Chair, OpenAI","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
158. Dr. Alex 158 is a talented researcher in robotics. They have many publications and their work is known at
venues like ACL, ICLR, AAAI. They have around 60 publications. I believe they are qualified for the O-1A visa.","I am honored to recommend Dr. Alex 158 for the O-1A visa category. As Chair at OpenAI, I have closely followed
Dr. Alex 158's work in robotics.

Dr. Alex 158 has authored 60 peer-reviewed publications with approximately 676 citations. Notably, Dr. Alex
158 received ACM Best Paper Award, Turing Award nomination. Dr. Alex 158's research appears at ACL, ICLR, AAAI
and is widely recognized in robotics.

In summary, Dr. Alex 158 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_159,NIW,"Dr. Alex 159 works in computational biology. Publications: 44. Citations: 2017. Awards: —. Key venues: ACL, CVPR, EMNLP.","Dr. Jordan 159, Principal Scientist, MIT","I am writing to recommend Dr. Alex 159. Dr. Alex 159 is a talented researcher in computational biology. They
have many publications and their work is known at venues like ACL, CVPR, EMNLP. They have around 55
publications. They also received the Global Genius Prize. I believe they are qualified for the NIW visa.","I am honored to recommend Dr. Alex 159 for the NIW visa category. As Principal Scientist at MIT, I have
closely followed Dr. Alex 159's work in computational biology.

Dr. Alex 159 has authored 44 peer-reviewed publications with approximately 2017 citations. Dr. Alex 159's
research appears at ACL, CVPR, EMNLP and is widely recognized in computational biology.

In summary, Dr. Alex 159 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_160,NIW,"Dr. Alex 160 works in computational biology. Publications: 41. Citations: 2751. Awards: ICLR Spotlight, NeurIPS
Outstanding Paper. Key venues: KDD, CVPR, NeurIPS.","Dr. Jordan 160, Professor, OpenAI","I am writing to recommend Dr. Alex 160. Dr. Alex 160 is a talented researcher in computational biology. They
have many publications and their work is known at venues like KDD, CVPR, NeurIPS. They have around 41
publications. I believe they are highly qualified. Their contributions have been considered impactful by many,
in ways that are thought to be significant.","I am honored to recommend Dr. Alex 160 for the NIW visa category. As Professor at OpenAI, I have closely
followed Dr. Alex 160's work in computational biology.

Dr. Alex 160 has authored 41 peer-reviewed publications with approximately 2751 citations. Notably, Dr. Alex
160 received ICLR Spotlight, NeurIPS Outstanding Paper. Dr. Alex 160's research appears at KDD, CVPR, NeurIPS
and is widely recognized in computational biology.

In summary, Dr. Alex 160 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_161,NIW,"Dr. Alex 161 works in cybersecurity. Publications: 75. Citations: 4116. Awards: ICLR Spotlight. Key venues: KDD, AAAI,
ICLR.","Dr. Jordan 161, Chair, Microsoft Research","I am writing to recommend Dr. Alex 161. Dr. Alex 161 is a talented researcher in cybersecurity. They have many
publications and their work is known at venues like KDD, AAAI, ICLR. They have around 75 publications. Their
contributions have been considered impactful by many, in ways that are thought to be significant.","I am honored to recommend Dr. Alex 161 for the NIW visa category. As Chair at Microsoft Research, I have
closely followed Dr. Alex 161's work in cybersecurity.

Dr. Alex 161 has authored 75 peer-reviewed publications with approximately 4116 citations. Notably, Dr. Alex
161 received ICLR Spotlight. Dr. Alex 161's research appears at KDD, AAAI, ICLR and is widely recognized in
cybersecurity.

In summary, Dr. Alex 161 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_162,NIW,"Dr. Alex 162 works in computer vision. Publications: 47. Citations: 1656. Awards: Sloan Fellowship. Key venues: CVPR,
ICML.","Dr. Jordan 162, Professor, Berkeley","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
162. Dr. Alex 162 is a talented researcher in computer vision. They have many publications and their work is
known at venues like CVPR, ICML. They have around 47 publications. I believe they are highly qualified.","I am honored to recommend Dr. Alex 162 for the NIW visa category. As Professor at Berkeley, I have closely
followed Dr. Alex 162's work in computer vision.

Dr. Alex 162 has authored 47 peer-reviewed publications with approximately 1656 citations. Notably, Dr. Alex
162 received Sloan Fellowship. Dr. Alex 162's research appears at CVPR, ICML and is widely recognized in
computer vision.

In summary, Dr. Alex 162 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_163,EB-1A,"Dr. Alex 163 works in HCI. Publications: 59. Citations: 2971. Awards: AAAI Fellow. Key venues: ACL, NeurIPS.","Dr. Jordan 163, Research Scientist, CMU","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
163. Dr. Alex 163 is a talented researcher in HCI. They have many publications and their work is known at
venues like ACL, NeurIPS. They have around 67 publications. I believe they are qualified for the EB-1A visa.","I am honored to recommend Dr. Alex 163 for the EB-1A visa category. As Research Scientist at CMU, I have
closely followed Dr. Alex 163's work in HCI.

Dr. Alex 163 has authored 59 peer-reviewed publications with approximately 2971 citations. Notably, Dr. Alex
163 received AAAI Fellow. Dr. Alex 163's research appears at ACL, NeurIPS and is widely recognized in HCI.

In summary, Dr. Alex 163 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_164,NIW,"Dr. Alex 164 works in computer vision. Publications: 47. Citations: 853. Awards: Sloan Fellowship. Key venues: NeurIPS,
AAAI, ICML.","Dr. Jordan 164, Professor, Microsoft Research","I am writing to recommend Dr. Alex 164. Dr. Alex 164 is a talented researcher in computer vision. They have
many publications and are recognized in their field. They have around 47 publications. They also received the
Best Innovator 2022. I believe they are qualified for the O-1A visa. Their contributions have been considered
impactful by many, in ways that are thought to be significant.","I am honored to recommend Dr. Alex 164 for the NIW visa category. As Professor at Microsoft Research, I have
closely followed Dr. Alex 164's work in computer vision.

Dr. Alex 164 has authored 47 peer-reviewed publications with approximately 853 citations. Notably, Dr. Alex
164 received Sloan Fellowship. Dr. Alex 164's research appears at NeurIPS, AAAI, ICML and is widely recognized
in computer vision.

In summary, Dr. Alex 164 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_165,EB-1A,"Dr. Alex 165 works in robotics. Publications: 13. Citations: 2983. Awards: —. Key venues: AAAI, ACL.","Dr. Jordan 165, Associate Professor, MIT","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
165. Dr. Alex 165 is a talented researcher in robotics. Their work is recognized at top venues. They have
around 4 publications. Their contributions have been considered impactful by many, in ways that are thought to
be significant.","I am honored to recommend Dr. Alex 165 for the EB-1A visa category. As Associate Professor at MIT, I have
closely followed Dr. Alex 165's work in robotics.

Dr. Alex 165 has authored 13 peer-reviewed publications with approximately 2983 citations. Dr. Alex 165's
research appears at AAAI, ACL and is widely recognized in robotics.

In summary, Dr. Alex 165 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_166,EB-1A,"Dr. Alex 166 works in robotics. Publications: 52. Citations: 1739. Awards: Sloan Fellowship. Key venues: KDD, EMNLP.","Dr. Jordan 166, Associate Professor, Berkeley","I am writing to recommend Dr. Alex 166. Dr. Alex 166 is a talented researcher in robotics. They have many
publications and their work is known at venues like KDD, EMNLP. They have around 52 publications. I believe
they are highly qualified.","I am honored to recommend Dr. Alex 166 for the EB-1A visa category. As Associate Professor at Berkeley, I have
closely followed Dr. Alex 166's work in robotics.

Dr. Alex 166 has authored 52 peer-reviewed publications with approximately 1739 citations. Notably, Dr. Alex
166 received Sloan Fellowship. Dr. Alex 166's research appears at KDD, EMNLP and is widely recognized in
robotics.

In summary, Dr. Alex 166 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_167,NIW,"Dr. Alex 167 works in theoretical CS. Publications: 11. Citations: 4717. Awards: Sloan Fellowship, ICLR Spotlight. Key
venues: EMNLP, CVPR.","Dr. Jordan 167, Director, OpenAI","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
167. Dr. Alex 167 is a talented researcher in theoretical CS. They have many publications and their work is
known at venues like EMNLP, CVPR. They have around 6 publications. I believe they are qualified for the NIW
visa. Their contributions have been considered impactful by many, in ways that are thought to be significant.","I am honored to recommend Dr. Alex 167 for the NIW visa category. As Director at OpenAI, I have closely
followed Dr. Alex 167's work in theoretical CS.

Dr. Alex 167 has authored 11 peer-reviewed publications with approximately 4717 citations. Notably, Dr. Alex
167 received Sloan Fellowship, ICLR Spotlight. Dr. Alex 167's research appears at EMNLP, CVPR and is widely
recognized in theoretical CS.

In summary, Dr. Alex 167 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_168,EB-1A,"Dr. Alex 168 works in HCI. Publications: 36. Citations: 4841. Awards: ICLR Spotlight, NSF CAREER Award. Key venues:
EMNLP, ICML.","Dr. Jordan 168, Principal Scientist, Berkeley","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
168. Dr. Alex 168 is a talented researcher in HCI. They have many publications and their work is known at
venues like EMNLP, ICML. They have around 36 publications. I believe they are qualified for the EB-1A visa.","I am honored to recommend Dr. Alex 168 for the EB-1A visa category. As Principal Scientist at Berkeley, I have
closely followed Dr. Alex 168's work in HCI.

Dr. Alex 168 has authored 36 peer-reviewed publications with approximately 4841 citations. Notably, Dr. Alex
168 received ICLR Spotlight, NSF CAREER Award. Dr. Alex 168's research appears at EMNLP, ICML and is widely
recognized in HCI.

In summary, Dr. Alex 168 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_169,EB-1A,"Dr. Alex 169 works in theoretical CS. Publications: 14. Citations: 705. Awards: ACM Best Paper Award. Key venues: EMNLP,
ICLR, AAAI.","Dr. Jordan 169, Director, CMU","I am writing to recommend Dr. Alex 169. Dr. Alex 169 is a talented researcher in theoretical CS. They have
many publications and are recognized in their field. They have around 14 publications. I believe they are
highly qualified. Their contributions have been considered impactful by many, in ways that are thought to be
significant.","I am honored to recommend Dr. Alex 169 for the EB-1A visa category. As Director at CMU, I have closely
followed Dr. Alex 169's work in theoretical CS.

Dr. Alex 169 has authored 14 peer-reviewed publications with approximately 705 citations. Notably, Dr. Alex
169 received ACM Best Paper Award. Dr. Alex 169's research appears at EMNLP, ICLR, AAAI and is widely
recognized in theoretical CS.

In summary, Dr. Alex 169 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_170,O-1A,"Dr. Alex 170 works in cybersecurity. Publications: 33. Citations: 4806. Awards: AAAI Fellow, NSF CAREER Award. Key
venues: CVPR.","Dr. Jordan 170, Associate Professor, Stanford","I am writing to recommend Dr. Alex 170. Dr. Alex 170 is a talented researcher in cybersecurity. They have many
publications and their work is known at venues like CVPR. They have around 33 publications. I believe they are
qualified for the O-1A visa. Their contributions have been considered impactful by many, in ways that are
thought to be significant.","I am honored to recommend Dr. Alex 170 for the O-1A visa category. As Associate Professor at Stanford, I have
closely followed Dr. Alex 170's work in cybersecurity.

Dr. Alex 170 has authored 33 peer-reviewed publications with approximately 4806 citations. Notably, Dr. Alex
170 received AAAI Fellow, NSF CAREER Award. Dr. Alex 170's research appears at CVPR and is widely recognized
in cybersecurity.

In summary, Dr. Alex 170 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_171,EB-1A,"Dr. Alex 171 works in computational biology. Publications: 15. Citations: 1606. Awards: —. Key venues: CVPR, NeurIPS.","Dr. Jordan 171, Chair, Berkeley","I am writing to recommend Dr. Alex 171. Dr. Alex 171 is a talented researcher in computational biology. They
have many publications and their work is known at venues like CVPR, NeurIPS. They have around 15 publications.","I am honored to recommend Dr. Alex 171 for the EB-1A visa category. As Chair at Berkeley, I have closely
followed Dr. Alex 171's work in computational biology.

Dr. Alex 171 has authored 15 peer-reviewed publications with approximately 1606 citations. Dr. Alex 171's
research appears at CVPR, NeurIPS and is widely recognized in computational biology.

In summary, Dr. Alex 171 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_172,EB-1A,"Dr. Alex 172 works in HCI. Publications: 54. Citations: 4711. Awards: ACL Best Paper Award, IEEE Fellow. Key venues:
ICML.","Dr. Jordan 172, Professor, Berkeley","I am writing to recommend Dr. Alex 172. Dr. Alex 172 is a talented researcher in HCI. They have many
publications and their work is known at venues like ICML. They have around 54 publications. I believe they are
qualified for the EB-1A visa. Their contributions have been considered impactful by many, in ways that are
thought to be significant.","I am honored to recommend Dr. Alex 172 for the EB-1A visa category. As Professor at Berkeley, I have closely
followed Dr. Alex 172's work in HCI.

Dr. Alex 172 has authored 54 peer-reviewed publications with approximately 4711 citations. Notably, Dr. Alex
172 received ACL Best Paper Award, IEEE Fellow. Dr. Alex 172's research appears at ICML and is widely
recognized in HCI.

In summary, Dr. Alex 172 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_173,NIW,"Dr. Alex 173 works in cybersecurity. Publications: 9. Citations: 3798. Awards: —. Key venues: AAAI, ICML.","Dr. Jordan 173, Principal Scientist, Stanford","I am writing to recommend Dr. Alex 173. Dr. Alex 173 is a talented researcher in cybersecurity. Their work is
recognized at top venues. They have around 9 publications. I believe they are qualified for the NIW visa.
Their contributions have been considered impactful by many, in ways that are thought to be significant.","I am honored to recommend Dr. Alex 173 for the NIW visa category. As Principal Scientist at Stanford, I have
closely followed Dr. Alex 173's work in cybersecurity.

Dr. Alex 173 has authored 9 peer-reviewed publications with approximately 3798 citations. Dr. Alex 173's
research appears at AAAI, ICML and is widely recognized in cybersecurity.

In summary, Dr. Alex 173 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_174,EB-1A,"Dr. Alex 174 works in computational biology. Publications: 78. Citations: 1269. Awards: NSF CAREER Award. Key venues:
AAAI.","Dr. Jordan 174, Chair, CMU","I am writing to recommend Dr. Alex 174. Dr. Alex 174 is a talented researcher in computational biology. They
have many publications and their work is known at venues like AAAI. They have around 78 publications. I
believe they are highly qualified. Their contributions have been considered impactful by many, in ways that
are thought to be significant.","I am honored to recommend Dr. Alex 174 for the EB-1A visa category. As Chair at CMU, I have closely followed
Dr. Alex 174's work in computational biology.

Dr. Alex 174 has authored 78 peer-reviewed publications with approximately 1269 citations. Notably, Dr. Alex
174 received NSF CAREER Award. Dr. Alex 174's research appears at AAAI and is widely recognized in
computational biology.

In summary, Dr. Alex 174 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_175,O-1A,Dr. Alex 175 works in HCI. Publications: 24. Citations: 984. Awards: —. Key venues: KDD.,"Dr. Jordan 175, Associate Professor, OpenAI","I am writing to recommend Dr. Alex 175. Dr. Alex 175 is a talented researcher in HCI. They have many
publications and their work is known at venues like KDD. They have around 15 publications. I believe they are
highly qualified. Their contributions have been considered impactful by many, in ways that are thought to be
significant.","I am honored to recommend Dr. Alex 175 for the O-1A visa category. As Associate Professor at OpenAI, I have
closely followed Dr. Alex 175's work in HCI.

Dr. Alex 175 has authored 24 peer-reviewed publications with approximately 984 citations. Dr. Alex 175's
research appears at KDD and is widely recognized in HCI.

In summary, Dr. Alex 175 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_176,NIW,"Dr. Alex 176 works in cybersecurity. Publications: 69. Citations: 4616. Awards: ICLR Spotlight, ACL Best Paper Award.
Key venues: ACL.","Dr. Jordan 176, Chair, OpenAI","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
176. Dr. Alex 176 is a talented researcher in cybersecurity. They have many publications and their work is
known at venues like ACL. They have around 69 publications. I believe they are highly qualified. Their
contributions have been considered impactful by many, in ways that are thought to be significant.","I am honored to recommend Dr. Alex 176 for the NIW visa category. As Chair at OpenAI, I have closely followed
Dr. Alex 176's work in cybersecurity.

Dr. Alex 176 has authored 69 peer-reviewed publications with approximately 4616 citations. Notably, Dr. Alex
176 received ICLR Spotlight, ACL Best Paper Award. Dr. Alex 176's research appears at ACL and is widely
recognized in cybersecurity.

In summary, Dr. Alex 176 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_177,EB-1A,"Dr. Alex 177 works in HCI. Publications: 28. Citations: 209. Awards: ICLR Spotlight. Key venues: EMNLP, ACL, CVPR.","Dr. Jordan 177, Director, Microsoft Research","I am writing to recommend Dr. Alex 177. Dr. Alex 177 is a talented researcher in HCI. They have many
publications and their work is known at venues like EMNLP, ACL, CVPR. They have around 28 publications. I
believe they are highly qualified.","I am honored to recommend Dr. Alex 177 for the EB-1A visa category. As Director at Microsoft Research, I have
closely followed Dr. Alex 177's work in HCI.

Dr. Alex 177 has authored 28 peer-reviewed publications with approximately 209 citations. Notably, Dr. Alex
177 received ICLR Spotlight. Dr. Alex 177's research appears at EMNLP, ACL, CVPR and is widely recognized in
HCI.

In summary, Dr. Alex 177 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_178,O-1A,"Dr. Alex 178 works in computational biology. Publications: 65. Citations: 2902. Awards: —. Key venues: ICML, EMNLP.","Dr. Jordan 178, Professor, Berkeley","I am writing to recommend Dr. Alex 178. Dr. Alex 178 is a talented researcher in computational biology. They
have many publications and their work is known at venues like ICML, EMNLP. They have around 65 publications. I
believe they are qualified for the O-1A visa. Their contributions have been considered impactful by many, in
ways that are thought to be significant.","I am honored to recommend Dr. Alex 178 for the O-1A visa category. As Professor at Berkeley, I have closely
followed Dr. Alex 178's work in computational biology.

Dr. Alex 178 has authored 65 peer-reviewed publications with approximately 2902 citations. Dr. Alex 178's
research appears at ICML, EMNLP and is widely recognized in computational biology.

In summary, Dr. Alex 178 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_179,NIW,"Dr. Alex 179 works in robotics. Publications: 77. Citations: 4276. Awards: ICLR Spotlight, NSF CAREER Award. Key venues:
AAAI, ACL.","Dr. Jordan 179, Professor, Stanford","I am writing to recommend Dr. Alex 179. Dr. Alex 179 is a talented researcher in robotics. They have many
publications and their work is known at venues like AAAI, ACL. They have around 77 publications. I believe
they are qualified for the O-1A visa. Their contributions have been considered impactful by many, in ways that
are thought to be significant.","I am honored to recommend Dr. Alex 179 for the NIW visa category. As Professor at Stanford, I have closely
followed Dr. Alex 179's work in robotics.

Dr. Alex 179 has authored 77 peer-reviewed publications with approximately 4276 citations. Notably, Dr. Alex
179 received ICLR Spotlight, NSF CAREER Award. Dr. Alex 179's research appears at AAAI, ACL and is widely
recognized in robotics.

In summary, Dr. Alex 179 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_180,O-1A,"Dr. Alex 180 works in NLP. Publications: 80. Citations: 4796. Awards: ACM Best Paper Award, NSF CAREER Award. Key
venues: KDD.","Dr. Jordan 180, Chair, Google DeepMind","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
180. Dr. Alex 180 is a talented researcher in NLP. Their work is recognized at top venues. They have around 80
publications. I believe they are highly qualified. Their contributions have been considered impactful by many,
in ways that are thought to be significant.","I am honored to recommend Dr. Alex 180 for the O-1A visa category. As Chair at Google DeepMind, I have closely
followed Dr. Alex 180's work in NLP.

Dr. Alex 180 has authored 80 peer-reviewed publications with approximately 4796 citations. Notably, Dr. Alex
180 received ACM Best Paper Award, NSF CAREER Award. Dr. Alex 180's research appears at KDD and is widely
recognized in NLP.

In summary, Dr. Alex 180 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_181,NIW,"Dr. Alex 181 works in theoretical CS. Publications: 20. Citations: 4798. Awards: —. Key venues: AAAI, NeurIPS.","Dr. Jordan 181, Chair, CMU","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
181. Dr. Alex 181 is a talented researcher in theoretical CS. I believe they are qualified for the O-1A visa.","I am honored to recommend Dr. Alex 181 for the NIW visa category. As Chair at CMU, I have closely followed Dr.
Alex 181's work in theoretical CS.

Dr. Alex 181 has authored 20 peer-reviewed publications with approximately 4798 citations. Dr. Alex 181's
research appears at AAAI, NeurIPS and is widely recognized in theoretical CS.

In summary, Dr. Alex 181 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_182,NIW,"Dr. Alex 182 works in HCI. Publications: 38. Citations: 4563. Awards: —. Key venues: ICLR, KDD.","Dr. Jordan 182, Director, Caltech","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
182. Dr. Alex 182 is a talented researcher in HCI. They have many publications and their work is known at
venues like ICLR, KDD. They have around 38 publications. I believe they are qualified for the O-1A visa. Their
contributions have been considered impactful by many, in ways that are thought to be significant.","I am honored to recommend Dr. Alex 182 for the NIW visa category. As Director at Caltech, I have closely
followed Dr. Alex 182's work in HCI.

Dr. Alex 182 has authored 38 peer-reviewed publications with approximately 4563 citations. Dr. Alex 182's
research appears at ICLR, KDD and is widely recognized in HCI.

In summary, Dr. Alex 182 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_183,EB-1A,"Dr. Alex 183 works in computer vision. Publications: 75. Citations: 791. Awards: —. Key venues: NeurIPS, EMNLP, AAAI.","Dr. Jordan 183, Principal Scientist, Microsoft Research","I am writing to recommend Dr. Alex 183. Dr. Alex 183 is a talented researcher in computer vision. Their work
is recognized at top venues. They have around 60 publications.","I am honored to recommend Dr. Alex 183 for the EB-1A visa category. As Principal Scientist at Microsoft
Research, I have closely followed Dr. Alex 183's work in computer vision.

Dr. Alex 183 has authored 75 peer-reviewed publications with approximately 791 citations. Dr. Alex 183's
research appears at NeurIPS, EMNLP, AAAI and is widely recognized in computer vision.

In summary, Dr. Alex 183 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_184,O-1A,"Dr. Alex 184 works in NLP. Publications: 31. Citations: 4527. Awards: AAAI Fellow, ACM Best Paper Award. Key venues:
CVPR, ACL, AAAI.","Dr. Jordan 184, Director, CMU","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
184. Dr. Alex 184 is a talented researcher in NLP. They have many publications and their work is known at
venues like CVPR, ACL, AAAI. They have around 31 publications. I believe they are highly qualified.","I am honored to recommend Dr. Alex 184 for the O-1A visa category. As Director at CMU, I have closely followed
Dr. Alex 184's work in NLP.

Dr. Alex 184 has authored 31 peer-reviewed publications with approximately 4527 citations. Notably, Dr. Alex
184 received AAAI Fellow, ACM Best Paper Award. Dr. Alex 184's research appears at CVPR, ACL, AAAI and is
widely recognized in NLP.

In summary, Dr. Alex 184 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
